Date,Client,Contat_Name,First_Name,Last_Name,Department,Province,Payment_Method,Revenue,Profit,Profit_Margin,Data_Quality_Notes (Profit),Data_Quality_Notes (Profit_Margin)
1/21/2024,WALMART INTL ,Pedro Alves,Pedro,Alves,IT,Luanda,PayPal,3309,1525,0.460864309,,
5/16/2022,"TESLA, INC. ",Pedro Alves,Pedro,Alves,IT,Luanda,PayPal,5464,1941,0.355234261,,
5/30/2023,ARZAMART ,Marta Silva,Marta,Silva,Logistics,Huambo,Transfer,3003,1586,0.528138528,,
11/11/2023,ARZAMART ,Ana Paula,Ana,Paula,Sales,Luanda,PayPal,4134,674,0.16303822,,
1/28/2022,"TESLA, INC. ",Pedro Alves,Pedro,Alves,Sales,Luanda,PayPal,3403,750,0.22039377,,
6/16/2022,AMAZON.CO ,Pedro Alves,Pedro,Alves,Logistics,Luanda,Cash,5198,1134,0.218160831,,
2/15/2022,"TESLA, INC. ",Carlos Miguel,Carlos,Miguel,Sales,Benguela,Cash,4223,1828,0.43286763,,
8/6/2023,SHOPRITE ANGOLA ,Luiz Fernando,Luiz,Fernando,Finance,Luanda,Cash,3375,1964,0.581925926,,
11/19/2022,NOSSO SUPERMERCADO ,Carlos Miguel,Carlos,Miguel,Sales,Benguela,PayPal,6225,1703,0.273574297,,
6/30/2023,MAXI CASH ,Jose Manuel,Jose,Manuel,Sales,Benguela,Transfer,5550,1457,0.262522523,,
11/23/2023,WALMART INTL ,Jose Manuel,Jose,Manuel,Sales,Benguela,Card,7262,1637,0.225419994,,
3/6/2023,ARZAMART ,Carlos Miguel,Carlos,Miguel,Logistics,Luanda,Cash,4983,931,0.18683524,,
10/2/2024,ARZAMART ,Pedro Alves,Pedro,Alves,Finance,Luanda,PayPal,6966,517,0.074217628,,
12/27/2023,ARZAMART ,Pedro Alves,Pedro,Alves,Logistics,Luanda,Transfer,3767,1260,0.334483674,,
2/18/2022,MAXI CASH ,Marta Silva,Marta,Silva,Sales,Benguela,Cash,4348,610,0.140294388,,
3/11/2022,KERO ,Pedro Alves,Pedro,Alves,Logistics,Luanda,Transfer,3672,707,0.192538126,,
5/1/2022,ARZAMART ,Carlos Miguel,Carlos,Miguel,Sales,Luanda,Cash,5769,1207,0.209221702,,
7/7/2022,KERO ,Luiz Fernando,Luiz,Fernando,Logistics,Huambo,Cash,6235,972,0.155894146,,
9/10/2022,"TESLA, INC. ",Jose Manuel,Jose,Manuel,Logistics,Huambo,Transfer,7098,515,0.072555649,,
12/2/2022,"TESLA, INC. ",Marta Silva,Marta,Silva,Logistics,Huambo,Cash,5815,905,0.155631986,,
9/26/2023,ARZAMART ,Marta Silva,Marta,Silva,Sales,Luanda,Card,5914,1030,0.174163003,,
6/1/2022,AMAZON.CO ,Luiz Fernando,Luiz,Fernando,Finance,Luanda,Cash,3757,551,0.146659569,,
2/26/2024,KERO ,Pedro Alves,Pedro,Alves,Finance,Luanda,Transfer,5854,1613,0.275538094,,
8/29/2023,NOSSO SUPERMERCADO ,Ana Paula,Ana,Paula,IT,Luanda,Transfer,5679,1898,0.33421377,,
8/2/2022,SHOPRITE ANGOLA ,Jose Manuel,Jose,Manuel,Sales,Benguela,Cash,5546,711,0.128200505,,
7/3/2023,ARZAMART ,Jose Manuel,Jose,Manuel,Sales,Benguela,Card,4063,1229,0.302485848,,
12/4/2023,NOSSO SUPERMERCADO ,Pedro Alves,Pedro,Alves,Logistics,Luanda,Transfer,3542,1174,0.331451158,,
1/28/2022,WALMART INTL ,Ana Paula,Ana,Paula,Logistics,Huambo,PayPal,7110,640,0.090014065,,
4/8/2022,ARZAMART ,Marta Silva,Marta,Silva,Logistics,Huambo,Cash,6327,696,0.110004742,,
2/16/2023,SHOPRITE ANGOLA ,Luiz Fernando,Luiz,Fernando,Sales,Benguela,Transfer,4680,1368,0.292307692,,
2/21/2024,NOSSO SUPERMERCADO ,Luiz Fernando,Luiz,Fernando,Logistics,Huambo,Card,6517,541,0.083013657,,
1/29/2022,AMAZON.CO ,Jose Manuel,Jose,Manuel,Logistics,Huambo,Cash,3731,700,0.187617261,,
1/10/2022,WALMART INTL ,Marta Silva,Marta,Silva,Logistics,Luanda,Transfer,4341,1316,0.303155955,,
12/10/2022,AMAZON.CO ,Pedro Alves,Pedro,Alves,Finance,Luanda,Card,6239,765,0.122615804,,
9/9/2023,MAXI CASH ,Marta Silva,Marta,Silva,Logistics,Luanda,Card,7888,1487,0.188514199,,
4/11/2022,"TESLA, INC. ",Pedro Alves,Pedro,Alves,Logistics,Huambo,Cash,5000,1544,0.3088,,
2/20/2023,AMAZON.CO ,Pedro Alves,Pedro,Alves,Logistics,Luanda,Cash,4491,1361,0.303050546,,
7/6/2023,ARZAMART ,Marta Silva,Marta,Silva,IT,Luanda,Cash,7565,844,0.111566424,,
10/2/2022,KERO ,Marta Silva,Marta,Silva,Finance,Luanda,Transfer,5526,728,0.131740861,,
2/5/2022,"TESLA, INC. ",Marta Silva,Marta,Silva,Sales,Benguela,Card,7532,929,0.123340414,,
11/2/2022,AMAZON.CO ,Carlos Miguel,Carlos,Miguel,Sales,Benguela,Card,4437,1315,0.296371422,,
2/3/2022,"TESLA, INC. ",Luiz Fernando,Luiz,Fernando,Finance,Luanda,Transfer,3217,1770,0.550202052,,
2/22/2024,"TESLA, INC. ",Luiz Fernando,Luiz,Fernando,Finance,Luanda,Card,3048,701,0.229986877,,
6/14/2022,"TESLA, INC. ",Luiz Fernando,Luiz,Fernando,IT,Luanda,Card,5507,1925,0.349555112,,
11/12/2023,SHOPRITE ANGOLA ,Ana Paula,Ana,Paula,Finance,Luanda,Card,6995,1538,0.219871337,,
5/22/2022,KERO ,Pedro Alves,Pedro,Alves,Logistics,Huambo,PayPal,7899,1077,0.136346373,,
4/16/2022,KERO ,Luiz Fernando,Luiz,Fernando,IT,Luanda,Cash,4448,1505,0.338354317,,
9/5/2023,MAXI CASH ,Luiz Fernando,Luiz,Fernando,Sales,Luanda,PayPal,5899,793,0.134429564,,
2/20/2024,SHOPRITE ANGOLA ,Pedro Alves,Pedro,Alves,Sales,Luanda,Transfer,3909,1574,0.402660527,,
1/21/2023,SHOPRITE ANGOLA ,Jose Manuel,Jose,Manuel,Logistics,Luanda,PayPal,6049,1017,0.168126963,,
9/20/2023,SHOPRITE ANGOLA ,Marta Silva,Marta,Silva,IT,Luanda,Transfer,5293,903,0.170602683,,
2/10/2023,WALMART INTL ,Carlos Miguel,Carlos,Miguel,Logistics,Luanda,Cash,5598,702,0.125401929,,
3/16/2023,KERO ,Ana Paula,Ana,Paula,Logistics,Luanda,PayPal,6176,1338,0.216645078,,
9/24/2023,"TESLA, INC. ",Ana Paula,Ana,Paula,Logistics,Huambo,Card,5415,1978,0.365281625,,
2/17/2023,KERO ,Pedro Alves,Pedro,Alves,IT,Luanda,Card,6665,1190,0.178544636,,
12/12/2022,SHOPRITE ANGOLA ,Pedro Alves,Pedro,Alves,Sales,Luanda,PayPal,5922,1469,0.248058088,,
2/22/2022,KERO ,Pedro Alves,Pedro,Alves,Sales,Luanda,Card,7007,1098,0.156700442,,
6/2/2023,WALMART INTL ,Pedro Alves,Pedro,Alves,Finance,Luanda,PayPal,7917,1059,0.133762789,,
5/31/2022,SHOPRITE ANGOLA ,Luiz Fernando,Luiz,Fernando,Sales,Benguela,PayPal,5389,1598,0.296529968,,
11/6/2022,"TESLA, INC. ",Marta Silva,Marta,Silva,Sales,Benguela,Card,7976,975,0.122241725,,
8/13/2022,WALMART INTL ,Marta Silva,Marta,Silva,Sales,Luanda,Cash,6606,1404,0.21253406,,
7/9/2023,WALMART INTL ,Luiz Fernando,Luiz,Fernando,Logistics,Luanda,Card,5110,1966,0.384735812,,
3/18/2023,WALMART INTL ,Ana Paula,Ana,Paula,Logistics,Huambo,Transfer,5449,985,0.180767113,,
7/23/2023,MAXI CASH ,Carlos Miguel,Carlos,Miguel,Sales,Luanda,Cash,5652,1925,0.340587403,,
1/29/2024,AMAZON.CO ,Pedro Alves,Pedro,Alves,Finance,Luanda,Cash,6285,1569,0.249642005,,
9/6/2022,MAXI CASH ,Luiz Fernando,Luiz,Fernando,Logistics,Luanda,Card,6489,1272,0.196024041,,
1/18/2024,KERO ,Carlos Miguel,Carlos,Miguel,Sales,Luanda,Transfer,5440,1862,0.342279412,,
9/25/2022,NOSSO SUPERMERCADO ,Carlos Miguel,Carlos,Miguel,Sales,Benguela,Cash,4914,541,0.11009361,,
3/5/2022,"TESLA, INC. ",Ana Paula,Ana,Paula,Sales,Luanda,Cash,7224,849,0.117524917,,
3/21/2023,SHOPRITE ANGOLA ,Ana Paula,Ana,Paula,Sales,Luanda,PayPal,4699,845,0.179825495,,
7/30/2023,"TESLA, INC. ",Ana Paula,Ana,Paula,Sales,Luanda,Card,4418,969,0.219330014,,
12/11/2023,MAXI CASH ,Marta Silva,Marta,Silva,Sales,Benguela,Transfer,3894,1037,0.266307139,,
11/6/2022,NOSSO SUPERMERCADO ,Ana Paula,Ana,Paula,Logistics,Luanda,Transfer,3746,1022,0.272824346,,
8/27/2022,ARZAMART ,Marta Silva,Marta,Silva,IT,Luanda,PayPal,6694,677,0.101135345,,
6/6/2023,ARZAMART ,Carlos Miguel,Carlos,Miguel,Sales,Luanda,Card,3913,1654,0.422693585,,
10/22/2023,ARZAMART ,Luiz Fernando,Luiz,Fernando,Finance,Luanda,Transfer,4349,1171,0.269257301,,
8/30/2023,AMAZON.CO ,Marta Silva,Marta,Silva,Finance,Luanda,Cash,6545,1615,0.246753247,,
12/12/2023,AMAZON.CO ,Ana Paula,Ana,Paula,IT,Luanda,Cash,5628,1321,0.234719261,,
1/4/2023,WALMART INTL ,Luiz Fernando,Luiz,Fernando,Sales,Benguela,Card,7994,1373,0.171753815,,
9/21/2022,SHOPRITE ANGOLA ,Luiz Fernando,Luiz,Fernando,Sales,Luanda,Transfer,7950,1976,0.248553459,,
8/12/2023,SHOPRITE ANGOLA ,Ana Paula,Ana,Paula,Sales,Luanda,Transfer,4068,1760,0.432645034,,
1/21/2024,NOSSO SUPERMERCADO ,Ana Paula,Ana,Paula,Sales,Luanda,Cash,7973,1132,0.14197918,,
6/23/2022,MAXI CASH ,Carlos Miguel,Carlos,Miguel,Sales,Luanda,Card,5849,635,0.108565567,,
10/18/2023,KERO ,Jose Manuel,Jose,Manuel,Sales,Luanda,Transfer,4020,702,0.174626866,,
4/14/2022,"TESLA, INC. ",Marta Silva,Marta,Silva,Logistics,Luanda,Transfer,6185,1691,0.273403395,,
2/26/2022,ARZAMART ,Carlos Miguel,Carlos,Miguel,Sales,Benguela,PayPal,7915,869,0.109791535,,
2/28/2024,AMAZON.CO ,Jose Manuel,Jose,Manuel,Logistics,Huambo,Transfer,3870,660,0.170542636,,
8/10/2023,NOSSO SUPERMERCADO ,Luiz Fernando,Luiz,Fernando,Logistics,Luanda,Card,5771,1955,0.338762779,,
12/24/2023,KERO ,Carlos Miguel,Carlos,Miguel,Sales,Luanda,PayPal,5218,1853,0.355116903,,
2/2/2024,MAXI CASH ,Ana Paula,Ana,Paula,Logistics,Luanda,PayPal,3106,1979,0.637153896,,
7/10/2022,KERO ,Ana Paula,Ana,Paula,Logistics,Huambo,PayPal,3524,1678,0.476163451,,
12/25/2023,ARZAMART ,Luiz Fernando,Luiz,Fernando,Sales,Benguela,PayPal,4357,1544,0.354372275,,
10/30/2023,KERO ,Jose Manuel,Jose,Manuel,Logistics,Luanda,Cash,7677,1311,0.170769832,,
6/9/2022,NOSSO SUPERMERCADO ,Carlos Miguel,Carlos,Miguel,Sales,Benguela,PayPal,5805,1905,0.328165375,,
7/23/2023,AMAZON.CO ,Marta Silva,Marta,Silva,Finance,Luanda,Cash,3287,1654,0.503194402,,
2/27/2022,KERO ,Carlos Miguel,Carlos,Miguel,Logistics,Huambo,Cash,5169,1296,0.250725479,,
6/18/2023,MAXI CASH ,Marta Silva,Marta,Silva,Sales,Luanda,PayPal,3494,1414,0.404693761,,
12/2/2022,SHOPRITE ANGOLA ,Carlos Miguel,Carlos,Miguel,Finance,Luanda,Transfer,5574,1094,0.196268389,,
5/17/2022,MAXI CASH ,Carlos Miguel,Carlos,Miguel,Sales,Luanda,Cash,7016,1895,0.270096921,,
3/23/2022,SHOPRITE ANGOLA ,Luiz Fernando,Luiz,Fernando,Logistics,Huambo,Cash,6142,1431,0.232985998,,
5/27/2023,KERO ,Luiz Fernando,Luiz,Fernando,Logistics,Huambo,Cash,5017,562,0.112019135,,
7/15/2023,"TESLA, INC. ",Carlos Miguel,Carlos,Miguel,Sales,Luanda,Cash,3972,933,0.23489426,,
3/16/2023,NOSSO SUPERMERCADO ,Jose Manuel,Jose,Manuel,Sales,Benguela,Cash,5648,1460,0.258498584,,
12/21/2023,KERO ,Marta Silva,Marta,Silva,Logistics,Huambo,Cash,3167,1796,0.5670982,,
9/10/2023,NOSSO SUPERMERCADO ,Ana Paula,Ana,Paula,Logistics,Huambo,PayPal,6697,1219,0.182021801,,
5/28/2023,SHOPRITE ANGOLA ,Pedro Alves,Pedro,Alves,Sales,Benguela,PayPal,3423,1523,0.444931347,,
10/25/2022,ARZAMART ,Pedro Alves,Pedro,Alves,Sales,Luanda,PayPal,5191,895,0.172413793,,
12/15/2022,"TESLA, INC. ",Carlos Miguel,Carlos,Miguel,Sales,Luanda,Card,3525,956,0.271205674,,
7/4/2023,WALMART INTL ,Jose Manuel,Jose,Manuel,Sales,Benguela,Transfer,5149,1982,0.384929112,,
11/4/2022,AMAZON.CO ,Luiz Fernando,Luiz,Fernando,Sales,Luanda,Cash,5055,911,0.180217606,,
12/22/2023,KERO ,Carlos Miguel,Carlos,Miguel,IT,Luanda,Transfer,7676,1813,0.236190724,,
8/5/2022,SHOPRITE ANGOLA ,Ana Paula,Ana,Paula,Logistics,Huambo,Cash,7356,851,0.115687874,,
10/6/2023,NOSSO SUPERMERCADO ,Marta Silva,Marta,Silva,Logistics,Huambo,Cash,5841,1421,0.24328026,,
2/27/2022,AMAZON.CO ,Ana Paula,Ana,Paula,Sales,Luanda,Cash,4097,1426,0.348059556,,
2/6/2023,ARZAMART ,Carlos Miguel,Carlos,Miguel,Logistics,Luanda,Card,6697,1083,0.1617142,,
6/21/2022,"TESLA, INC. ",Carlos Miguel,Carlos,Miguel,Sales,Benguela,Transfer,3882,805,0.207367336,,
3/13/2023,MAXI CASH ,Pedro Alves,Pedro,Alves,Finance,Luanda,Transfer,3939,1084,0.27519675,,
5/5/2022,ARZAMART ,Pedro Alves,Pedro,Alves,IT,Luanda,PayPal,4651,1810,0.389163621,,
10/12/2022,MAXI CASH ,Carlos Miguel,Carlos,Miguel,Sales,Benguela,Card,7111,1200,0.168752637,,
2/17/2022,NOSSO SUPERMERCADO ,Marta Silva,Marta,Silva,IT,Luanda,Card,6856,898,0.130980163,,
8/28/2023,KERO ,Carlos Miguel,Carlos,Miguel,Sales,Benguela,Card,3895,1037,0.266238768,,
10/2/2024,WALMART INTL ,Jose Manuel,Jose,Manuel,Sales,Luanda,Transfer,6540,1551,0.237155963,,
12/6/2023,"TESLA, INC. ",Jose Manuel,Jose,Manuel,Logistics,Huambo,Cash,7077,1315,0.185813198,,
7/18/2022,NOSSO SUPERMERCADO ,Carlos Miguel,Carlos,Miguel,Logistics,Luanda,Card,5872,841,0.143222071,,
7/8/2023,WALMART INTL ,Ana Paula,Ana,Paula,Logistics,Huambo,Card,5854,596,0.101810728,,
9/17/2023,"TESLA, INC. ",Carlos Miguel,Carlos,Miguel,Sales,Benguela,Card,7705,1664,0.21596366,,
12/8/2022,KERO ,Marta Silva,Marta,Silva,Finance,Luanda,PayPal,4759,1948,0.409329691,,
10/14/2023,AMAZON.CO ,Jose Manuel,Jose,Manuel,Sales,Benguela,PayPal,5550,1427,0.257117117,,
1/18/2023,NOSSO SUPERMERCADO ,Pedro Alves,Pedro,Alves,IT,Luanda,Card,7502,674,0.089842709,,
7/5/2022,WALMART INTL ,Luiz Fernando,Luiz,Fernando,IT,Luanda,Cash,3613,828,0.229172433,,
10/25/2022,WALMART INTL ,Marta Silva,Marta,Silva,Finance,Luanda,Cash,6471,976,0.150826766,,
2/15/2023,"TESLA, INC. ",Ana Paula,Ana,Paula,Sales,Benguela,Card,6067,1391,0.229273117,,
9/25/2023,KERO ,Marta Silva,Marta,Silva,Logistics,Huambo,Card,5528,1346,0.243487699,,
10/20/2022,AMAZON.CO ,Carlos Miguel,Carlos,Miguel,IT,Luanda,Transfer,3069,1454,0.473769958,,
3/5/2022,NOSSO SUPERMERCADO ,Pedro Alves,Pedro,Alves,Sales,Benguela,Transfer,5123,1673,0.326566465,,
9/12/2023,MAXI CASH ,Carlos Miguel,Carlos,Miguel,IT,Luanda,Cash,3118,1220,0.391276459,,
11/1/2022,KERO ,Jose Manuel,Jose,Manuel,Logistics,Huambo,Card,7199,1721,0.239060981,,
5/29/2022,SHOPRITE ANGOLA ,Marta Silva,Marta,Silva,Sales,Benguela,Transfer,5562,1027,0.184645811,,
12/1/2024,AMAZON.CO ,Pedro Alves,Pedro,Alves,Finance,Luanda,Cash,5928,1294,0.2182861,,
11/30/2023,WALMART INTL ,Carlos Miguel,Carlos,Miguel,Logistics,Luanda,Cash,5387,1006,0.18674587,,
3/21/2022,ARZAMART ,Ana Paula,Ana,Paula,Logistics,Huambo,PayPal,6183,1449,0.234352256,,
9/29/2022,MAXI CASH ,Jose Manuel,Jose,Manuel,Logistics,Huambo,Cash,5085,809,0.159095379,,
4/8/2023,NOSSO SUPERMERCADO ,Marta Silva,Marta,Silva,Finance,Luanda,PayPal,5219,1315,0.251963978,,
2/4/2022,KERO ,Luiz Fernando,Luiz,Fernando,Sales,Luanda,Cash,7859,1911,0.243160707,,
1/21/2023,NOSSO SUPERMERCADO ,Ana Paula,Ana,Paula,Sales,Benguela,PayPal,4219,560,0.132732875,,
4/13/2023,"TESLA, INC. ",Luiz Fernando,Luiz,Fernando,Logistics,Huambo,PayPal,4092,1090,0.266373412,,
7/1/2023,MAXI CASH ,Carlos Miguel,Carlos,Miguel,IT,Luanda,Cash,5975,1044,0.174728033,,
6/18/2023,NOSSO SUPERMERCADO ,Pedro Alves,Pedro,Alves,Finance,Luanda,Transfer,5448,1004,0.184287812,,
3/10/2024,WALMART INTL ,Ana Paula,Ana,Paula,Logistics,Luanda,Card,4998,1518,0.303721489,,
9/25/2022,"TESLA, INC. ",Ana Paula,Ana,Paula,Sales,Benguela,PayPal,7131,1686,0.236432478,,
2/1/2024,WALMART INTL ,Ana Paula,Ana,Paula,Sales,Luanda,Card,6850,577,0.084233577,,
6/14/2022,WALMART INTL ,Marta Silva,Marta,Silva,Sales,Luanda,Cash,4823,1727,0.358075886,,
12/15/2022,MAXI CASH ,Pedro Alves,Pedro,Alves,Finance,Luanda,Cash,4232,986,0.232986767,,
5/28/2022,ARZAMART ,Carlos Miguel,Carlos,Miguel,Finance,Luanda,Transfer,7641,1060,0.138725298,,
7/21/2022,AMAZON.CO ,Pedro Alves,Pedro,Alves,Sales,Luanda,Cash,3333,618,0.185418542,,
3/30/2023,AMAZON.CO ,Ana Paula,Ana,Paula,IT,Luanda,Cash,4100,1091,0.266097561,,
8/2/2022,ARZAMART ,Jose Manuel,Jose,Manuel,Sales,Benguela,Transfer,3553,622,0.175063327,,
4/24/2023,"TESLA, INC. ",Carlos Miguel,Carlos,Miguel,Finance,Luanda,Transfer,7085,1954,0.275793931,,
8/12/2022,KERO ,Ana Paula,Ana,Paula,Sales,Luanda,Transfer,5762,1604,0.278375564,,
8/7/2023,SHOPRITE ANGOLA ,Luiz Fernando,Luiz,Fernando,Finance,Luanda,Cash,4194,869,0.207200763,,
9/1/2022,WALMART INTL ,Ana Paula,Ana,Paula,Finance,Luanda,Transfer,4964,722,0.14544722,,
3/17/2023,WALMART INTL ,Jose Manuel,Jose,Manuel,Sales,Luanda,Card,6234,1422,0.228103946,,
3/2/2023,KERO ,Pedro Alves,Pedro,Alves,Logistics,Luanda,Cash,6318,1023,0.161918329,,
9/7/2023,"TESLA, INC. ",Marta Silva,Marta,Silva,Finance,Luanda,Transfer,6299,1665,0.264327671,,
1/22/2022,NOSSO SUPERMERCADO ,Jose Manuel,Jose,Manuel,Sales,Luanda,PayPal,5627,606,0.107695042,,
3/11/2022,SHOPRITE ANGOLA ,Marta Silva,Marta,Silva,Logistics,Huambo,PayPal,3091,1200,0.388223876,,
3/17/2023,KERO ,Pedro Alves,Pedro,Alves,Logistics,Luanda,Card,7110,1266,0.178059072,,
3/7/2023,NOSSO SUPERMERCADO ,Carlos Miguel,Carlos,Miguel,Logistics,Huambo,Cash,7050,1932,0.274042553,,
9/6/2022,WALMART INTL ,Marta Silva,Marta,Silva,Sales,Benguela,Card,4633,1257,0.271314483,,
11/9/2022,AMAZON.CO ,Pedro Alves,Pedro,Alves,Logistics,Huambo,Cash,4795,809,0.168717414,,
1/28/2024,ARZAMART ,Carlos Miguel,Carlos,Miguel,IT,Luanda,Transfer,5309,868,0.16349595,,
3/6/2023,"TESLA, INC. ",Ana Paula,Ana,Paula,IT,Luanda,Card,4600,1769,0.384565217,,
12/12/2023,"TESLA, INC. ",Ana Paula,Ana,Paula,Sales,Benguela,Card,7919,1773,0.223891906,,
1/19/2023,MAXI CASH ,Luiz Fernando,Luiz,Fernando,Logistics,Luanda,Card,5614,1356,0.24153901,,
8/9/2022,MAXI CASH ,Luiz Fernando,Luiz,Fernando,Logistics,Luanda,Cash,7623,917,0.120293848,,
3/27/2022,MAXI CASH ,Luiz Fernando,Luiz,Fernando,Logistics,Luanda,PayPal,6318,1856,0.293763849,,
9/4/2022,"TESLA, INC. ",Carlos Miguel,Carlos,Miguel,Logistics,Huambo,Card,5328,1319,0.24756006,,
10/3/2023,SHOPRITE ANGOLA ,Luiz Fernando,Luiz,Fernando,Logistics,Luanda,Transfer,3573,1504,0.420934789,,
12/6/2023,"TESLA, INC. ",Carlos Miguel,Carlos,Miguel,Sales,Benguela,Card,7883,1743,0.221108715,,
8/11/2023,AMAZON.CO ,Luiz Fernando,Luiz,Fernando,Logistics,Luanda,PayPal,4714,1290,0.273652949,,
6/22/2023,NOSSO SUPERMERCADO ,Marta Silva,Marta,Silva,Sales,Benguela,PayPal,5455,590,0.108157654,,
7/28/2022,NOSSO SUPERMERCADO ,Jose Manuel,Jose,Manuel,Logistics,Huambo,Card,6550,1049,0.160152672,,
7/17/2022,"TESLA, INC. ",Ana Paula,Ana,Paula,Logistics,Huambo,Cash,4800,1483,0.308958333,,
12/11/2022,KERO ,Ana Paula,Ana,Paula,IT,Luanda,PayPal,7202,1120,0.155512358,,
9/10/2023,"TESLA, INC. ",Marta Silva,Marta,Silva,Finance,Luanda,Transfer,5488,1180,0.215014577,,
1/27/2023,KERO ,Luiz Fernando,Luiz,Fernando,IT,Luanda,Cash,6439,1905,0.295853393,,
4/15/2022,KERO ,Jose Manuel,Jose,Manuel,Logistics,Luanda,Transfer,3263,1324,0.405761569,,
5/28/2023,SHOPRITE ANGOLA ,Pedro Alves,Pedro,Alves,Logistics,Huambo,PayPal,3111,785,0.25233044,,
3/3/2023,"TESLA, INC. ",Luiz Fernando,Luiz,Fernando,Logistics,Luanda,PayPal,3246,1999,0.615834874,,
1/3/2022,"TESLA, INC. ",Jose Manuel,Jose,Manuel,Sales,Luanda,Card,6686,864,0.129225247,,
5/11/2023,SHOPRITE ANGOLA ,Marta Silva,Marta,Silva,Logistics,Luanda,Cash,6410,1212,0.189079563,,
2/13/2024,KERO ,Marta Silva,Marta,Silva,Sales,Luanda,Card,5504,1240,0.225290698,,
5/18/2022,AMAZON.CO ,Jose Manuel,Jose,Manuel,Finance,Luanda,Cash,7667,1724,0.224859789,,
5/28/2022,MAXI CASH ,Marta Silva,Marta,Silva,Sales,Luanda,Card,6824,1371,0.200908558,,
6/5/2023,AMAZON.CO ,Ana Paula,Ana,Paula,Logistics,Huambo,PayPal,4367,1829,0.418822991,,
4/22/2023,SHOPRITE ANGOLA ,Pedro Alves,Pedro,Alves,Logistics,Huambo,PayPal,3631,1621,0.446433489,,
11/30/2023,"TESLA, INC. ",Ana Paula,Ana,Paula,Logistics,Huambo,Transfer,4808,1522,0.31655574,,
6/9/2022,ARZAMART ,Luiz Fernando,Luiz,Fernando,Finance,Luanda,Transfer,6775,658,0.097121771,,
12/2/2022,ARZAMART ,Jose Manuel,Jose,Manuel,Finance,Luanda,Card,7321,847,0.115694577,,
10/11/2022,MAXI CASH ,Marta Silva,Marta,Silva,IT,Luanda,Card,5928,611,0.103070175,,
4/21/2022,MAXI CASH ,Ana Paula,Ana,Paula,Logistics,Huambo,Transfer,6498,1646,0.25330871,,
2/13/2024,AMAZON.CO ,Ana Paula,Ana,Paula,Logistics,Luanda,PayPal,7142,1494,0.209185102,,
11/11/2023,"TESLA, INC. ",Luiz Fernando,Luiz,Fernando,Logistics,Huambo,PayPal,6116,692,0.113145847,,
5/25/2022,MAXI CASH ,Pedro Alves,Pedro,Alves,Sales,Luanda,Card,3337,1717,0.514534013,,
10/3/2022,"TESLA, INC. ",Marta Silva,Marta,Silva,Sales,Luanda,Cash,3558,1342,0.37717819,,
3/4/2022,MAXI CASH ,Marta Silva,Marta,Silva,Logistics,Huambo,Card,7115,1466,0.20604357,,
8/16/2023,MAXI CASH ,Jose Manuel,Jose,Manuel,IT,Luanda,Transfer,3169,780,0.246134427,,
6/7/2022,WALMART INTL ,Pedro Alves,Pedro,Alves,Logistics,Luanda,PayPal,6221,1737,0.27921556,,
5/7/2022,KERO ,Marta Silva,Marta,Silva,Logistics,Huambo,Cash,5145,561,0.109037901,,
8/16/2022,"TESLA, INC. ",Luiz Fernando,Luiz,Fernando,Logistics,Huambo,Cash,3617,725,0.200442356,,
1/2/2024,NOSSO SUPERMERCADO ,Pedro Alves,Pedro,Alves,Logistics,Huambo,Transfer,5080,1784,0.351181102,,
1/2/2023,NOSSO SUPERMERCADO ,Luiz Fernando,Luiz,Fernando,Sales,Luanda,PayPal,6449,1044,0.161885564,,
12/15/2023,ARZAMART ,Luiz Fernando,Luiz,Fernando,Logistics,Luanda,Transfer,4246,718,0.16910033,,
4/16/2022,ARZAMART ,Marta Silva,Marta,Silva,Finance,Luanda,Transfer,3898,1108,0.284248332,,
12/5/2022,NOSSO SUPERMERCADO ,Pedro Alves,Pedro,Alves,IT,Luanda,PayPal,4485,1512,0.337123746,,
6/25/2022,KERO ,Ana Paula,Ana,Paula,Finance,Luanda,Transfer,7247,1960,0.270456741,,
5/15/2023,ARZAMART ,Marta Silva,Marta,Silva,Finance,Luanda,PayPal,6349,1052,0.165695385,,
5/1/2022,MAXI CASH ,Jose Manuel,Jose,Manuel,Logistics,Luanda,Card,6903,1065,0.154280748,,
7/28/2022,NOSSO SUPERMERCADO ,Ana Paula,Ana,Paula,Logistics,Huambo,Card,4217,538,0.127578848,,
12/21/2022,ARZAMART ,Ana Paula,Ana,Paula,IT,Luanda,Cash,7484,782,0.104489578,,
5/6/2023,ARZAMART ,Carlos Miguel,Carlos,Miguel,Sales,Benguela,Card,7422,1655,0.222985718,,
11/5/2022,KERO ,Jose Manuel,Jose,Manuel,Sales,Luanda,PayPal,5275,533,0.101042654,,
11/29/2023,AMAZON.CO ,Jose Manuel,Jose,Manuel,Sales,Benguela,Cash,6054,772,0.127518996,,
10/2/2023,"TESLA, INC. ",Marta Silva,Marta,Silva,Logistics,Huambo,Cash,4914,948,0.192918193,,
11/18/2023,AMAZON.CO ,Marta Silva,Marta,Silva,Sales,Luanda,Transfer,5326,1390,0.260983853,,
2/16/2024,MAXI CASH ,Luiz Fernando,Luiz,Fernando,Logistics,Luanda,PayPal,4891,730,0.149253731,,
2/5/2023,WALMART INTL ,Jose Manuel,Jose,Manuel,Logistics,Huambo,Card,5089,1679,0.329927294,,
